bl1,bl2,bs1,bs2,dir1,dir2,condist
L15,L36,16,311,2,1,705
L15,L36,17,619,2,1,176
L15,L36,16,322,2,2,734
L15,L36,17,619,2,2,176
L15,L38,18,18,1,1,0
L15,L38,18,18,1,2,0
L15,L38,221,1181,2,1,316
L15,L38,16,16,2,2,0
L15,L4,19,321,1,2,626
L15,L4,16,311,2,1,705
L15,L4,66,18,2,1,215
L15,L4,16,322,2,2,734
L15,L4,17,322,2,2,442
L15,L43,18,18,1,1,0
L15,L43,18,18,1,2,0
L15,L43,66,18,2,1,215
L15,L43,66,18,2,2,215
L15,L44,18,1508,1,1,261
L15,L44,218,218,1,1,0
L15,L44,18,17,1,2,300
L15,L44,216,221,1,2,0
L15,L44,218,219,1,2,69
L15,L44,221,216,2,1,0
L15,L44,221,221,2,2,0
L15,L441,18,1508,1,1,261
L15,L441,218,1579,1,1,0
L15,L441,18,17,1,2,300
L15,L441,221,1578,2,1,0
L15,L441,221,1626,2,2,6
L15,L45,215,506,2,1,483
L15,L45,215,506,2,2,483
L15,L5,66,18,2,1,215
L15,L5,66,66,2,2,0
L15,L6,66,18,2,1,215
L15,L6,66,66,2,2,0
L15,L66,66,18,2,1,215
L15,L66,66,66,2,2,0
L15,L9,18,18,1,1,0
L15,L9,18,180,1,2,395
L15,L9,19,321,1,2,626
L15,L9,16,311,2,1,705
L15,L9,66,18,2,1,215
L15,L9,16,322,2,2,734
L15,L9,17,180,2,2,213
L15,251,215,506,2,1,483
L15,251,215,506,2,2,483
L16,L17,66,18,2,1,215
L16,L17,66,66,2,2,0
L16,L18,18,18,1,1,0
L16,L18,18,180,1,2,395
L16,L18,29,65,2,1,605
L16,L18,29,34,2,2,447
L16,L19,18,18,1,1,0
L16,L19,29,5,2,1,100
L16,L19,1,2,2,1,257
L16,L19,1,1,2,2,0
L16,L2,1,338,2,1,401
L16,L2,32,361,2,2,645
L16,L20,1,376,2,1,628
L16,L20,1,380,2,2,614
L16,L22,18,180,1,1,395
L16,L22,18,180,1,2,395
L16,L22,29,34,2,1,447
L16,L22,29,65,2,2,605
L16,L23,18,180,1,1,395
L16,L23,18,180,1,2,395
L16,L23,253,465,2,1,304
L16,L23,253,504,2,2,388
L16,L24,1,506,2,1,529
L16,L24,1,506,2,2,529
L16,L25,1,506,2,1,529
L16,L25,1,506,2,2,529
L16,L26,18,619,1,1,220
L16,L26,18,619,1,2,220
L16,L26,66,619,2,1,435
L16,L26,66,619,2,2,435
L16,L261,18,619,1,1,220
L16,L261,18,619,1,2,220
L16,L261,66,619,2,1,435
L16,L261,66,619,2,2,435
L16,L262,18,619,1,1,220
L16,L262,18,619,1,2,220
L16,L262,66,619,2,1,435
L16,L262,66,619,2,2,435
L16,L27,18,180,1,1,395
L16,L27,18,180,1,2,395
L16,L27,29,34,2,1,447
L16,L27,29,65,2,2,605
L16,L28,18,771,1,1,74
L16,L28,18,771,1,2,74
L16,L28,66,771,2,1,289
L16,L28,66,771,2,2,289
L16,L3,228,956,1,1,724
L16,L3,228,980,1,2,784
L16,L3,253,465,2,1,304
L16,L3,27,948,2,1,158
L16,L3,253,504,2,2,388
L16,L3,27,988,2,2,142
L16,L30,6,990,1,1,592
L16,L30,6,990,1,2,592
L16,L30,254,254,2,1,0
L16,L30,253,227,2,2,438
L16,L33,1,506,2,1,529
L16,L33,1,506,2,2,529
L16,L35,1,506,2,1,529
L16,L35,1,506,2,2,529
L16,L36,18,619,1,1,220
L16,L36,18,619,1,2,220
L16,L36,66,619,2,1,435
L16,L36,66,619,2,2,435
L16,L38,18,18,1,1,0
L16,L38,18,18,1,2,0
L16,L38,66,18,2,1,215
L16,L38,66,18,2,2,215
L16,L4,66,18,2,1,215
L16,L4,66,66,2,2,0
L16,L43,18,18,1,1,0
L16,L43,18,18,1,2,0
L16,L43,29,34,2,1,447
L16,L43,29,65,2,2,605
L16,L44,18,1508,1,1,261
L16,L44,18,17,1,2,300
L16,L44,66,1508,2,1,476
L16,L44,66,17,2,2,515
L16,L441,18,1508,1,1,261
L16,L441,18,17,1,2,300
L16,L441,66,1508,2,1,476
L16,L441,66,17,2,2,515
L16,L45,1,506,2,1,529
L16,L45,1,506,2,2,529
L16,L5,29,34,2,1,447
L16,L5,29,65,2,2,605
L16,L6,27,7,2,1,159
L16,L6,27,988,2,2,142
L16,L66,29,34,2,1,447
L16,L66,29,65,2,2,605
L16,L9,18,18,1,1,0
L16,L9,18,180,1,2,395
L16,L9,29,65,2,1,605
L16,L9,29,34,2,2,447
L16,251,1,506,2,1,529
L16,251,1,506,2,2,529
L17,L18,18,18,1,1,0
L17,L18,18,180,1,2,395
L17,L18,297,311,2,1,286
L17,L18,297,321,2,2,548
L17,L19,18,18,1,1,0
L17,L19,66,18,2,1,215
L17,L19,32,2,2,1,409
L17,L19,32,1,2,2,666
L17,L2,263,351,1,1,325
L17,L2,263,351,1,2,325
L17,L2,293,351,2,1,325
L17,L2,32,338,2,1,444
L17,L2,293,351,2,2,325
L17,L2,32,361,2,2,645
L17,L22,18,180,1,1,395
L17,L22,18,180,1,2,395
L17,L22,297,180,2,1,495
L17,L22,297,180,2,2,495
L17,L23,18,180,1,1,395
L17,L23,18,180,1,2,395
L17,L23,297,180,2,1,495
L17,L23,297,180,2,2,495
L17,L24,32,506,2,1,732
L17,L24,32,506,2,2,732
L17,L25,32,506,2,1,732
L17,L25,32,506,2,2,732
L17,L26,18,619,1,1,220
L17,L26,18,619,1,2,220
L17,L26,287,269,2,1,0
L17,L26,287,287,2,2,0
L17,L261,18,619,1,1,220
L17,L261,18,619,1,2,220
L17,L261,287,269,2,1,0
L17,L261,287,287,2,2,0
L17,L262,18,619,1,1,220
L17,L262,18,619,1,2,220
L17,L262,287,269,2,1,0
L17,L262,287,287,2,2,0
L17,L27,18,180,1,1,395
L17,L27,18,180,1,2,395
L17,L27,297,180,2,1,495
L17,L27,297,180,2,2,495
L17,L28,18,771,1,1,74
L17,L28,261,772,1,1,0
L17,L28,269,776,1,1,57
L17,L28,18,771,1,2,74
L17,L28,262,861,1,2,716
L17,L28,287,776,2,1,57
L17,L28,289,267,2,1,62
L17,L28,66,771,2,1,289
L17,L28,287,856,2,2,0
L17,L28,66,771,2,2,289
L17,L3,66,18,2,1,215
L17,L3,66,66,2,2,0
L17,L33,32,506,2,1,732
L17,L33,32,506,2,2,732
L17,L35,32,506,2,1,732
L17,L35,32,506,2,2,732
L17,L36,18,619,1,1,220
L17,L36,18,619,1,2,220
L17,L36,297,311,2,1,286
L17,L36,297,321,2,2,548
L17,L38,18,18,1,1,0
L17,L38,18,18,1,2,0
L17,L38,66,18,2,1,215
L17,L38,297,17,2,2,401
L17,L4,297,311,2,1,286
L17,L4,297,321,2,2,548
L17,L43,18,18,1,1,0
L17,L43,18,18,1,2,0
L17,L43,66,18,2,1,215
L17,L43,66,18,2,2,215
L17,L44,18,1508,1,1,261
L17,L44,18,17,1,2,300
L17,L44,297,1508,2,1,361
L17,L44,297,17,2,2,401
L17,L441,18,1508,1,1,261
L17,L441,18,17,1,2,300
L17,L441,297,1508,2,1,361
L17,L441,297,17,2,2,401
L17,L45,32,506,2,1,732
L17,L45,32,506,2,2,732
L17,L5,66,18,2,1,215
L17,L5,66,66,2,2,0
L17,L6,66,18,2,1,215
L17,L6,66,66,2,2,0
L17,L66,66,18,2,1,215
L17,L66,66,66,2,2,0
L17,L7,262,1681,1,1,700
L17,L7,262,1691,1,2,727
L17,L7,294,1681,2,1,600
L17,L7,294,1691,2,2,627
L17,L9,18,18,1,1,0
L17,L9,262,1691,1,1,727
L17,L9,18,180,1,2,395
L17,L9,262,1681,1,2,700
L17,L9,294,1691,2,1,627
L17,L9,297,311,2,1,286
L17,L9,294,1681,2,2,600
L17,L9,297,321,2,2,548
L17,251,32,506,2,1,732
L17,251,32,506,2,2,732
L18,L19,79,89,1,1,394
L18,L19,80,80,1,2,0
L18,L19,180,18,2,1,395
L18,L19,86,83,2,2,100
L18,L20,301,331,1,1,418
L18,L20,301,302,1,2,407
L18,L20,86,86,2,1,0
L18,L20,86,83,2,2,100
L18,L21,301,331,1,1,418
L18,L21,301,302,1,2,407
L18,L21,90,90,2,1,0
L18,L21,89,79,2,2,394
L18,L22,310,35,1,1,312
L18,L22,64,64,1,2,0
L18,L22,180,180,2,1,0
L18,L22,180,180,2,2,0
L18,L23,65,5,1,1,505
L18,L23,65,29,1,2,605
L18,L23,180,180,2,1,0
L18,L23,180,180,2,2,0
L18,L26,18,619,1,1,220
L18,L26,18,619,1,2,220
L18,L26,321,260,2,1,548
L18,L26,321,296,2,2,586
L18,L261,18,619,1,1,220
L18,L261,18,619,1,2,220
L18,L261,321,260,2,1,548
L18,L261,321,296,2,2,586
L18,L262,18,619,1,1,220
L18,L262,18,619,1,2,220
L18,L262,321,260,2,1,548
L18,L262,321,296,2,2,586
L18,L27,310,35,1,1,312
L18,L27,64,64,1,2,0
L18,L27,180,180,2,1,0
L18,L27,180,180,2,2,0
L18,L28,18,771,1,1,74
L18,L28,18,771,1,2,74
L18,L28,180,771,2,1,320
L18,L28,180,771,2,2,320
L18,L3,65,5,1,1,505
L18,L3,65,29,1,2,605
L18,L3,180,18,2,1,395
L18,L3,180,66,2,2,610
L18,L30,310,36,1,1,418
L18,L30,310,63,1,2,364
L18,L30,35,991,2,1,332
L18,L30,35,991,2,2,332
L18,L33,307,120,1,1,866
L18,L33,307,1070,1,2,879
L18,L33,88,88,2,1,0
L18,L33,88,81,2,2,36
L18,L36,18,619,1,1,220
L18,L36,167,167,1,1,0
L18,L36,18,619,1,2,220
L18,L36,166,175,1,2,1335
L18,L36,110,1160,2,1,172
L18,L36,317,178,2,1,381
L18,L36,111,111,2,2,0
L18,L36,317,162,2,2,365
L18,L38,18,18,1,1,0
L18,L38,144,1160,1,1,282
L18,L38,18,18,1,2,0
L18,L38,144,1268,1,2,341
L18,L38,110,1160,2,1,172
L18,L38,321,19,2,1,626
L18,L38,110,1268,2,2,189
L18,L38,321,16,2,2,623
L18,L4,18,18,1,1,0
L18,L4,18,66,1,2,215
L18,L4,320,1328,2,1,246
L18,L4,320,1345,2,2,246
L18,L43,310,35,1,1,312
L18,L43,64,64,1,2,0
L18,L43,180,18,2,1,395
L18,L43,180,18,2,2,395
L18,L44,18,1508,1,1,261
L18,L44,18,17,1,2,300
L18,L44,321,19,2,1,626
L18,L44,180,17,2,2,213
L18,L441,18,1508,1,1,261
L18,L441,18,17,1,2,300
L18,L441,321,19,2,1,626
L18,L441,321,1630,2,2,623
L18,L5,310,35,1,1,312
L18,L5,64,64,1,2,0
L18,L5,180,18,2,1,395
L18,L5,180,66,2,2,610
L18,L6,65,5,1,1,505
L18,L6,65,29,1,2,605
L18,L6,180,18,2,1,395
L18,L6,180,66,2,2,610
L18,L66,310,35,1,1,312
L18,L66,64,64,1,2,0
L18,L66,180,18,2,1,395
L18,L66,180,66,2,2,610
L18,L7,314,1345,1,1,248
L18,L7,314,1328,1,2,248
L18,L7,172,171,2,1,247
L18,L7,172,172,2,2,0
L18,L9,64,64,1,1,0
L18,L9,310,35,1,2,312
L18,L9,320,1328,2,1,246
L18,L9,320,1345,2,2,246
L19,L2,1,1,2,1,0
L19,L2,1,1,2,2,0
L19,L20,86,86,1,1,0
L19,L20,86,83,1,2,100
L19,L21,89,90,1,1,411
L19,L21,89,79,1,2,394
L19,L22,18,180,1,1,395
L19,L22,18,180,1,2,395
L19,L23,18,180,1,1,395
L19,L23,18,180,1,2,395
L19,L24,1,506,2,1,529
L19,L24,1,506,2,2,529
L19,L25,1,506,2,1,529
L19,L25,1,506,2,2,529
L19,L26,18,619,1,1,220
L19,L26,18,619,1,2,220
L19,L261,18,619,1,1,220
L19,L261,18,619,1,2,220
L19,L262,18,619,1,1,220
L19,L262,18,619,1,2,220
L19,L27,18,180,1,1,395
L19,L27,18,180,1,2,395
L19,L28,18,771,1,1,74
L19,L28,18,771,1,2,74
L19,L3,1,1,2,1,0
L19,L3,1,1,2,2,0
L19,L30,336,991,1,1,138
L19,L30,336,991,1,2,138
L19,L33,89,89,1,1,0
L19,L33,89,80,1,2,404
L19,L33,1,506,2,1,529
L19,L33,1,506,2,2,529
L19,L35,1,506,2,1,529
L19,L35,1,506,2,2,529
L19,L36,18,619,1,1,220
L19,L36,18,619,1,2,220
L19,L38,18,18,1,1,0
L19,L38,18,18,1,2,0
L19,L4,1,1,2,1,0
L19,L4,1,1,2,2,0
L19,L43,18,18,1,1,0
L19,L43,18,18,1,2,0
L19,L44,18,1508,1,1,261
L19,L44,18,17,1,2,300
L19,L441,18,1508,1,1,261
L19,L441,18,17,1,2,300
L19,L45,1,506,2,1,529
L19,L45,1,506,2,2,529
L19,L5,1,1,2,1,0
L19,L5,1,1,2,2,0
L19,L6,1,2,2,1,257
L19,L6,1,32,2,2,666
L19,L66,1,1,2,1,0
L19,L66,1,1,2,2,0
L19,L9,18,18,1,1,0
L19,L9,18,180,1,2,395
L19,251,1,506,2,1,529
L19,251,1,506,2,2,529
L2,L20,1,376,2,1,628
L2,L20,1,380,2,2,614
L2,L24,1,506,2,1,529
L2,L24,1,506,2,2,529
L2,L25,1,506,2,1,529
L2,L25,1,506,2,2,529
L2,L26,351,262,1,1,405
L2,L26,351,294,1,2,506
L2,L261,351,262,1,1,405
L2,L261,351,294,1,2,506
L2,L262,351,262,1,1,405
L2,L262,351,294,1,2,506
L2,L28,351,773,1,1,538
L2,L28,351,860,1,2,506
L2,L3,362,3,2,1,419
L2,L3,362,32,2,2,412
L2,L33,1,506,2,1,529
L2,L33,1,506,2,2,529
L2,L35,1,506,2,1,529
L2,L35,1,506,2,2,529
L2,L4,362,3,2,1,419
L2,L4,362,32,2,2,412
L2,L45,1,506,2,1,529
L2,L45,1,506,2,2,529
L2,L5,362,3,2,1,419
L2,L5,362,32,2,2,412
L2,L6,362,3,2,1,419
L2,L6,362,32,2,2,412
L2,L66,362,3,2,1,419
L2,L66,362,32,2,2,412
L2,L7,345,1680,1,1,504
L2,L7,345,1692,1,2,540
L2,L9,345,1692,1,1,540
L2,L9,345,1680,1,2,504
L2,251,1,506,2,1,529
L2,251,1,506,2,2,529
L20,L21,90,90,1,1,0
L20,L21,89,79,1,2,394
L20,L24,375,507,1,1,142
L20,L24,375,542,1,2,97
L20,L24,380,506,2,1,84
L20,L24,380,506,2,2,84
L20,L25,372,543,1,1,75
L20,L25,372,618,1,2,75
L20,L25,380,506,2,1,84
L20,L25,380,506,2,2,84
L20,L29,363,862,2,1,132
L20,L29,363,363,2,2,0
L20,L3,376,1,1,1,628
L20,L3,376,1,1,2,628
L20,L3,380,1,2,1,614
L20,L3,380,1,2,2,614
L20,L33,375,507,1,1,142
L20,L33,88,88,1,1,0
L20,L33,375,542,1,2,97
L20,L33,88,81,1,2,36
L20,L33,307,120,2,1,866
L20,L33,380,506,2,1,84
L20,L33,307,1070,2,2,879
L20,L33,380,506,2,2,84
L20,L35,375,507,1,1,142
L20,L35,375,542,1,2,97
L20,L35,380,506,2,1,84
L20,L35,380,506,2,2,84
L20,L39,363,862,2,1,132
L20,L39,363,363,2,2,0
L20,L4,376,1,1,1,628
L20,L4,376,1,1,2,628
L20,L4,380,1,2,1,614
L20,L4,380,1,2,2,614
L20,L45,375,507,1,1,142
L20,L45,375,542,1,2,97
L20,L45,380,506,2,1,84
L20,L45,380,506,2,2,84
L20,L5,376,1,1,1,628
L20,L5,376,1,1,2,628
L20,L5,380,1,2,1,614
L20,L5,380,1,2,2,614
L20,L6,380,376,2,1,14
L20,L6,381,381,2,2,0
L20,L66,376,1,1,1,628
L20,L66,376,1,1,2,628
L20,L66,380,1,2,1,614
L20,L66,380,1,2,2,614
L20,L7,386,1674,2,1,497
L20,L7,386,1697,2,2,438
L20,L9,387,1699,2,1,240
L20,L9,387,388,2,2,278
L20,251,372,543,1,1,75
L20,251,372,618,1,2,75
L20,251,380,506,2,1,84
L20,251,380,506,2,2,84
L21,L22,396,409,1,1,315
L21,L22,57,407,1,1,826
L21,L22,396,461,1,2,251
L21,L22,57,463,1,2,1746
L21,L22,42,407,2,1,826
L21,L22,401,409,2,1,352
L21,L22,42,464,2,2,1253
L21,L22,401,461,2,2,288
L21,L27,396,409,1,1,315
L21,L27,57,407,1,1,826
L21,L27,396,461,1,2,251
L21,L27,57,463,1,2,1746
L21,L27,42,407,2,1,826
L21,L27,401,409,2,1,352
L21,L27,42,464,2,2,1253
L21,L27,401,461,2,2,288
L21,L3,398,953,1,1,482
L21,L3,398,983,1,2,482
L21,L33,307,120,2,1,866
L21,L33,307,1070,2,2,879
L21,L43,396,409,1,1,315
L21,L43,57,407,1,1,826
L21,L43,396,461,1,2,251
L21,L43,57,463,1,2,1746
L21,L43,42,407,2,1,826
L21,L43,401,409,2,1,352
L21,L43,42,464,2,2,1253
L21,L43,401,461,2,2,288
L21,L5,396,409,1,1,315
L21,L5,57,407,1,1,826
L21,L5,396,461,1,2,251
L21,L5,57,463,1,2,1746
L21,L5,42,407,2,1,826
L21,L5,401,409,2,1,352
L21,L5,42,464,2,2,1253
L21,L5,401,461,2,2,288
L21,L6,398,1646,1,1,382
L21,L6,398,1657,1,2,382
L21,L6,44,1649,2,1,747
L21,L6,44,1654,2,2,747
L21,L66,395,1660,1,1,490
L21,L66,57,1658,1,1,1386
L21,L66,395,1670,1,2,490
L21,L66,57,1672,1,2,1285
L21,L66,42,1658,2,1,1386
L21,L66,402,193,2,1,398
L21,L66,42,1672,2,2,1285
L21,L66,402,210,2,2,380
L21,L9,57,58,1,1,325
L21,L9,57,41,1,2,325
L21,L9,44,1654,2,1,747
L21,L9,44,1649,2,2,747
L22,L23,65,5,2,1,505
L22,L23,65,29,2,2,605
L22,L26,180,619,2,1,271
L22,L26,180,619,2,2,271
L22,L261,180,619,2,1,271
L22,L261,180,619,2,2,271
L22,L262,180,619,2,1,271
L22,L262,180,619,2,2,271
L22,L27,459,411,2,1,183
L22,L27,459,459,2,2,0
L22,L28,180,771,2,1,320
L22,L28,180,771,2,2,320
L22,L3,412,964,1,1,495
L22,L3,36,987,1,2,924
L22,L3,455,966,2,1,0
L22,L3,65,5,2,1,505
L22,L3,65,29,2,2,605
L22,L30,35,991,1,1,332
L22,L30,35,991,1,2,332
L22,L30,61,992,2,1,592
L22,L30,61,995,2,2,592
L22,L332,426,445,1,1,229
L22,L332,426,1098,1,2,0
L22,L332,444,1072,2,1,29
L22,L332,444,1097,2,2,0
L22,L36,180,619,2,1,271
L22,L36,180,619,2,2,271
L22,L38,180,18,2,1,395
L22,L38,180,18,2,2,395
L22,L4,180,18,2,1,395
L22,L4,180,66,2,2,610
L22,L43,431,441,1,2,0
L22,L43,439,1468,2,1,52
L22,L43,439,1507,2,2,90
L22,L44,180,1508,2,1,248
L22,L44,180,17,2,2,213
L22,L441,180,1508,2,1,248
L22,L441,180,17,2,2,213
L22,L5,459,411,2,1,183
L22,L5,459,459,2,2,0
L22,L6,36,987,1,2,924
L22,L6,65,5,2,1,505
L22,L6,65,29,2,2,605
L22,L66,463,1659,2,1,427
L22,L66,463,1671,2,2,533
L22,L9,59,58,2,1,710
L22,L9,59,41,2,2,710
L23,L26,180,619,2,1,271
L23,L26,180,619,2,2,271
L23,L261,180,619,2,1,271
L23,L261,180,619,2,2,271
L23,L262,180,619,2,1,271
L23,L262,180,619,2,2,271
L23,L27,29,34,2,1,447
L23,L27,29,65,2,2,605
L23,L28,180,771,2,1,320
L23,L28,180,771,2,2,320
L23,L3,465,956,1,1,657
L23,L3,465,980,1,2,716
L23,L3,501,468,2,1,0
L23,L3,27,948,2,1,158
L23,L3,501,501,2,2,0
L23,L3,27,988,2,2,142
L23,L30,6,990,1,1,592
L23,L30,6,990,1,2,592
L23,L30,254,254,2,1,0
L23,L30,254,227,2,2,569
L23,L36,180,619,2,1,271
L23,L36,180,619,2,2,271
L23,L38,180,18,2,1,395
L23,L38,180,18,2,2,395
L23,L4,180,18,2,1,395
L23,L4,180,66,2,2,610
L23,L43,29,34,2,1,447
L23,L43,29,65,2,2,605
L23,L44,180,1508,2,1,248
L23,L44,180,17,2,2,213
L23,L441,180,1508,2,1,248
L23,L441,180,17,2,2,213
L23,L5,29,34,2,1,447
L23,L5,29,65,2,2,605
L23,L6,27,7,2,1,159
L23,L6,27,988,2,2,142
L23,L66,29,34,2,1,447
L23,L66,29,65,2,2,605
L23,L9,29,65,2,1,605
L23,L9,29,34,2,2,447
L24,L25,542,381,2,1,97
L24,L25,542,375,2,2,97
L24,L3,506,1,2,1,529
L24,L3,506,1,2,2,529
L24,L33,542,507,2,1,45
L24,L33,542,542,2,2,0
L24,L35,537,1099,2,1,158
L24,L35,537,1159,2,2,224
L24,L4,506,1,2,1,529
L24,L4,506,1,2,2,529
L24,L45,529,1631,2,1,34
L24,L45,529,1645,2,2,34
L24,L5,506,1,2,1,529
L24,L5,506,1,2,2,529
L24,L6,542,375,2,1,97
L24,L6,542,381,2,2,97
L24,L66,506,1,2,1,529
L24,L66,506,1,2,2,529
L24,251,542,381,2,1,97
L24,251,542,375,2,2,97
L25,L3,506,1,2,1,529
L25,L3,506,1,2,2,529
L25,L33,375,507,2,1,142
L25,L33,375,542,2,2,97
L25,L35,375,507,2,1,142
L25,L35,375,542,2,2,97
L25,L4,506,1,2,1,529
L25,L4,506,1,2,2,529
L25,L40,575,1355,1,1,206
L25,L40,575,1384,1,2,256
L25,L45,375,507,2,1,142
L25,L45,375,542,2,2,97
L25,L5,506,1,2,1,529
L25,L5,506,1,2,2,529
L25,L6,618,372,2,1,75
L25,L6,618,384,2,2,75
L25,L66,506,1,2,1,529
L25,L66,506,1,2,2,529
L25,251,591,1704,2,1,21941
L25,251,591,1711,2,2,21941
L26,L261,643,651,2,1,87
L26,L261,643,726,2,2,63
L26,L262,643,727,2,1,130
L26,L262,643,739,2,2,130
L26,L27,619,180,2,1,271
L26,L27,619,180,2,2,271
L26,L28,261,772,1,1,0
L26,L28,269,776,1,1,57
L26,L28,621,777,1,1,324
L26,L28,624,778,1,1,0
L26,L28,629,781,1,1,0
L26,L28,631,782,1,1,93
L26,L28,633,783,1,1,66
L26,L28,262,861,1,2,716
L26,L28,622,855,1,2,1180
L26,L28,624,854,1,2,278
L26,L28,629,850,1,2,0
L26,L28,631,849,1,2,93
L26,L28,633,848,1,2,66
L26,L28,639,782,2,1,0
L26,L28,643,780,2,1,42
L26,L28,650,777,2,1,1682
L26,L28,287,776,2,1,57
L26,L28,289,267,2,1,62
L26,L28,619,771,2,1,145
L26,L28,639,849,2,2,0
L26,L28,643,851,2,2,105
L26,L28,649,855,2,2,401
L26,L28,287,856,2,2,0
L26,L28,619,771,2,2,145
L26,L3,619,18,2,1,220
L26,L3,619,66,2,2,435
L26,L36,297,311,2,1,286
L26,L36,297,321,2,2,548
L26,L38,619,18,2,1,220
L26,L38,619,17,2,2,176
L26,L4,297,311,2,1,286
L26,L4,297,321,2,2,548
L26,L43,619,18,2,1,220
L26,L43,619,18,2,2,220
L26,L44,619,1508,2,1,137
L26,L44,619,17,2,2,176
L26,L441,619,1508,2,1,137
L26,L441,619,17,2,2,176
L26,L5,619,18,2,1,220
L26,L5,619,66,2,2,435
L26,L6,619,18,2,1,220
L26,L6,619,66,2,2,435
L26,L66,619,18,2,1,220
L26,L66,619,66,2,2,435
L26,L7,262,1681,1,1,700
L26,L7,262,1691,1,2,727
L26,L7,294,1681,2,1,600
L26,L7,294,1691,2,2,627
L26,L9,262,1691,1,1,727
L26,L9,262,1681,1,2,700
L26,L9,294,1691,2,1,627
L26,L9,297,311,2,1,286
L26,L9,294,1681,2,2,600
L26,L9,297,321,2,2,548
L261,L262,726,727,2,1,163
L261,L262,726,739,2,2,163
L261,L27,619,180,2,1,271
L261,L27,619,180,2,2,271
L261,L28,261,772,1,1,0
L261,L28,269,776,1,1,57
L261,L28,621,777,1,1,324
L261,L28,624,778,1,1,0
L261,L28,262,861,1,2,716
L261,L28,622,855,1,2,1180
L261,L28,624,854,1,2,278
L261,L28,726,780,2,1,105
L261,L28,650,777,2,1,1682
L261,L28,287,776,2,1,57
L261,L28,289,267,2,1,62
L261,L28,619,771,2,1,145
L261,L28,726,851,2,2,138
L261,L28,649,855,2,2,401
L261,L28,287,856,2,2,0
L261,L28,619,771,2,2,145
L261,L3,619,18,2,1,220
L261,L3,619,66,2,2,435
L261,L36,297,311,2,1,286
L261,L36,297,321,2,2,548
L261,L38,619,18,2,1,220
L261,L38,619,17,2,2,176
L261,L4,297,311,2,1,286
L261,L4,297,321,2,2,548
L261,L43,619,18,2,1,220
L261,L43,619,18,2,2,220
L261,L44,619,1508,2,1,137
L261,L44,619,17,2,2,176
L261,L441,619,1508,2,1,137
L261,L441,619,17,2,2,176
L261,L5,619,18,2,1,220
L261,L5,619,66,2,2,435
L261,L6,619,18,2,1,220
L261,L6,619,66,2,2,435
L261,L66,619,18,2,1,220
L261,L66,619,66,2,2,435
L261,L7,262,1681,1,1,700
L261,L7,262,1691,1,2,727
L261,L7,294,1681,2,1,600
L261,L7,294,1691,2,2,627
L261,L9,262,1691,1,1,727
L261,L9,262,1681,1,2,700
L261,L9,294,1691,2,1,627
L261,L9,297,311,2,1,286
L261,L9,294,1681,2,2,600
L261,L9,297,321,2,2,548
L262,L27,619,180,2,1,271
L262,L27,619,180,2,2,271
L262,L28,261,772,1,1,0
L262,L28,269,776,1,1,57
L262,L28,621,777,1,1,324
L262,L28,624,778,1,1,0
L262,L28,262,861,1,2,716
L262,L28,622,855,1,2,1180
L262,L28,624,854,1,2,278
L262,L28,739,780,2,1,173
L262,L28,650,777,2,1,1682
L262,L28,287,776,2,1,57
L262,L28,289,267,2,1,62
L262,L28,619,771,2,1,145
L262,L28,739,851,2,2,180
L262,L28,649,855,2,2,401
L262,L28,287,856,2,2,0
L262,L28,619,771,2,2,145
L262,L3,619,18,2,1,220
L262,L3,619,66,2,2,435
L262,L36,297,311,2,1,286
L262,L36,297,321,2,2,548
L262,L38,619,18,2,1,220
L262,L38,619,17,2,2,176
L262,L4,297,311,2,1,286
L262,L4,297,321,2,2,548
L262,L43,619,18,2,1,220
L262,L43,619,18,2,2,220
L262,L44,619,1508,2,1,137
L262,L44,619,17,2,2,176
L262,L441,619,1508,2,1,137
L262,L441,619,17,2,2,176
L262,L5,619,18,2,1,220
L262,L5,619,66,2,2,435
L262,L6,619,18,2,1,220
L262,L6,619,66,2,2,435
L262,L66,619,18,2,1,220
L262,L66,619,66,2,2,435
L262,L7,262,1681,1,1,700
L262,L7,262,1691,1,2,727
L262,L7,294,1681,2,1,600
L262,L7,294,1691,2,2,627
L262,L9,262,1691,1,1,727
L262,L9,262,1681,1,2,700
L262,L9,294,1691,2,1,627
L262,L9,297,311,2,1,286
L262,L9,294,1681,2,2,600
L262,L9,297,321,2,2,548
L27,L28,180,771,2,1,320
L27,L28,180,771,2,2,320
L27,L3,743,963,1,1,460
L27,L3,36,987,1,2,924
L27,L3,743,744,1,2,219
L27,L3,764,764,2,1,0
L27,L3,65,5,2,1,505
L27,L3,763,971,2,2,995
L27,L3,65,29,2,2,605
L27,L30,35,991,1,1,332
L27,L30,35,991,1,2,332
L27,L30,61,992,2,1,592
L27,L30,61,995,2,2,592
L27,L36,180,619,2,1,271
L27,L36,180,619,2,2,271
L27,L38,180,18,2,1,395
L27,L38,180,18,2,2,395
L27,L4,180,18,2,1,395
L27,L4,180,66,2,2,610
L27,L43,157,411,2,1,607
L27,L43,157,459,2,2,659
L27,L44,180,1508,2,1,248
L27,L44,180,17,2,2,213
L27,L441,180,1508,2,1,248
L27,L441,180,17,2,2,213
L27,L5,764,744,2,1,72
L27,L5,764,764,2,2,0
L27,L6,741,188,1,1,125
L27,L6,36,987,1,2,924
L27,L6,741,52,1,2,127
L27,L6,767,188,2,1,125
