ind,ozone,dzone,obs,dbs
0,1,1,1,1678
6,1,1,1677,376
25,1,1,376,1694
28,1,1,1694,506
42,1,1,1678,215
48,1,1,1694,215
54,1,1,1694,1
70,1,1,1695,376
95,1,1,1677,215
97,1,1,1694,1
104,1,1,376,1678
124,1,1,1695,376
125,1,1,506,1677
128,1,1,215,1678
141,1,1,1,1695
150,1,1,1678,376
151,1,1,380,1677
154,1,1,1678,380
157,1,1,1678,215
175,1,2,1678,355
184,1,2,1678,357
187,1,2,380,354
193,1,2,1694,346
216,1,2,1694,295
217,1,2,1695,1680
221,1,2,506,354
225,1,2,506,355
229,1,2,1677,343
240,1,2,1678,343
248,1,2,1,343
252,1,2,376,772
253,1,2,380,1693
261,1,2,1695,354
274,1,2,1694,1680
287,1,2,1677,1691
291,1,2,1,295
313,1,3,376,342
321,1,3,1,342
326,1,3,1,359
328,1,3,1,340
330,1,3,1,358
334,1,3,376,342
335,1,3,215,360
340,1,3,1695,340
342,1,3,1678,360
347,1,3,1695,341
353,1,3,376,359
355,1,3,380,341
356,1,3,376,341
358,1,3,1677,341
364,1,4,1,375
369,1,4,380,382
376,1,4,1678,507
377,1,4,380,382
393,1,4,1678,507
400,1,4,1694,374
402,1,4,1677,382
419,1,5,1677,1343
436,1,5,1,1682
438,1,5,1677,1345
443,1,5,1,1342
448,1,5,1695,1343
463,1,5,380,1342
467,1,5,1678,1345
476,1,5,1677,1328
477,1,5,215,1342
487,1,5,215,1690
492,1,5,1677,1330
510,1,5,506,1345
519,1,5,1694,1690
521,1,5,506,1342
536,1,5,376,1343
547,1,5,380,1328
552,1,5,376,1345
553,1,5,380,1344
554,1,5,1678,1682
570,1,6,1694,16
572,1,6,1678,19
573,1,6,1677,771
587,1,6,1695,27
588,1,6,1,5
590,1,6,1695,27
592,1,6,1677,771
606,1,6,376,296
614,1,6,1678,27
615,1,6,1677,28
619,1,6,380,6
620,1,6,380,28
631,1,6,376,771
632,1,6,1695,296
638,1,6,506,1630
641,1,6,1695,27
652,1,6,1677,18
671,1,6,1695,771
684,1,6,1694,28
685,1,6,215,15
686,1,6,1694,296
689,1,6,1694,7
693,1,6,1,336
695,1,6,376,311
698,1,6,376,296
702,1,6,1678,948
704,1,6,215,336
707,1,7,376,64
716,1,7,1,1712
722,1,7,215,1713
723,1,7,1695,34
726,1,7,1694,1713
737,1,7,1694,180
741,1,7,506,3
746,1,7,1,64
754,1,7,1694,3
766,1,7,1694,33
774,1,7,376,1713
775,1,7,1678,2
782,1,7,1,35
784,1,7,1695,33
794,1,7,1,33
796,1,7,1,1713
806,1,7,376,310
812,1,7,1695,3
816,1,7,215,180
820,1,7,506,1712
826,1,7,1678,66
834,1,7,1678,66
854,1,8,380,1674
855,1,8,1694,1675
860,1,8,215,365
869,1,8,215,946
878,1,8,1695,1699
883,1,8,1694,386
890,1,8,380,1673
895,1,8,380,1696
901,1,8,1694,1699
902,1,8,1694,1698
910,1,8,1677,368
916,1,8,1694,1699
919,1,8,506,1701
932,1,8,506,1697
936,1,8,506,390
938,1,8,215,863
942,1,8,1,390
946,1,8,1695,1270
948,1,8,1677,368
949,1,8,1678,369
953,1,8,1677,1673
965,1,8,376,367
969,1,8,215,1702
971,1,8,1695,1703
984,1,8,506,366
997,1,8,506,1270
1002,1,8,380,388
1003,1,8,1678,1327
1008,1,8,1677,363
1024,1,8,215,367
1026,1,8,1677,1270
1031,1,8,1677,367
1041,1,8,1678,1673
1043,1,8,1695,367
1044,1,8,1,367
1047,1,8,215,1698
1055,1,8,1695,947
1059,1,8,1694,363
1060,1,8,376,1270
1064,1,8,1678,366
1066,1,8,1677,391
1075,1,8,1677,1270
1084,1,8,380,386
1091,1,8,380,364
1099,1,8,380,370
1105,1,8,1678,1696
1109,1,8,1695,1696
1112,1,8,1678,1703
1113,1,8,1,364
1114,1,8,1695,391
1128,1,8,1695,946
1136,1,8,1694,363
1139,1,8,376,1697
1145,1,8,380,1702
1149,1,8,1694,387
1164,1,8,1678,366
1169,1,8,1694,391
1174,1,8,1695,391
1177,1,8,1,369
1181,1,8,506,387
1183,1,8,215,369
1187,1,8,380,1696
1190,1,8,1694,370
1193,1,8,1694,391
1232,1,8,1695,1700
1237,1,8,1695,1675
1245,1,8,506,387
1248,1,8,380,363
1256,1,8,1678,386
1271,1,8,215,363
1275,1,8,215,363
1279,1,8,380,388
1281,1,8,1695,946
1285,1,8,215,389
1317,1,8,215,390
1324,1,8,1,1702
1335,1,8,1695,1696
1338,1,8,506,370
1341,1,8,215,367
1345,1,8,1,1674
1348,1,8,1694,390
1352,1,8,215,1702
1355,1,8,376,368
1366,1,8,376,1699
1370,1,8,1695,947
1388,1,8,1,1674
1403,1,8,1678,1699
1407,1,8,1,365
1408,1,8,1678,947
1409,1,8,215,368
1412,1,8,1695,1697
1415,1,8,215,390
1420,1,8,215,1674
1423,1,8,1678,1675
1428,1,8,1695,369
1431,1,8,1695,864
1435,1,8,380,1675
1438,1,8,376,386
1441,1,8,215,1270
1442,1,8,1695,1675
1443,1,8,380,1698
1453,1,8,1695,1675
1462,1,8,1677,366
1470,1,8,506,369
1473,1,8,380,386
1485,1,8,380,947
1493,1,8,1678,863
1496,1,8,376,386
1499,1,8,1694,388
1507,1,8,1677,864
1523,1,8,376,388
1525,1,8,506,863
1536,1,8,506,863
1541,1,8,1694,387
1542,1,8,376,1701
1545,1,8,1694,389
1546,1,8,215,862
1550,1,8,1678,863
1578,1,8,215,946
1581,1,8,1677,1700
1584,1,8,1678,1675
1587,1,8,1694,365
1592,1,8,1695,367
1609,1,8,380,1703
1610,1,8,1695,367
1611,1,8,1678,390
1620,1,8,380,389
1623,1,8,1,388
1630,1,8,506,1270
1658,1,9,1695,1160
1662,1,9,215,177
1666,1,9,376,1336
1671,1,9,380,1183
1673,1,9,506,1339
1678,1,9,380,177
1681,1,9,1,165
1704,1,9,1678,176
1707,1,9,1,1160
1760,1,9,1695,163
1764,1,9,380,1341
1768,1,9,1677,1268
1770,1,9,1695,1338
1773,1,9,1678,1338
1774,1,9,1677,165
1775,1,9,1677,1268
1782,1,9,376,163
1784,1,9,1677,164
1792,1,9,1694,1338
1799,1,9,506,1340
1802,1,9,376,1160
1805,1,9,1694,1339
1809,1,9,1678,1162
1814,1,9,1677,1334
1825,1,9,380,1268
1834,1,9,1695,1268
1846,1,9,506,1162
1864,1,9,215,1339
1865,1,9,1677,1162
1872,1,9,506,1332
1874,1,9,1678,1180
1890,1,9,215,1161
1898,1,9,376,1336
1909,1,9,506,1183
1915,1,9,1695,1333
1919,1,9,1677,1160
1925,1,9,215,1335
1930,1,9,376,1161
1934,1,9,1678,163
1935,1,9,1677,1334
1942,1,9,1,164
1952,1,9,506,1341
1960,1,9,380,1335
1966,1,9,1,164
1968,1,9,1678,164
1971,1,9,215,163
1973,1,9,1695,176
1976,1,9,380,1341
1997,1,9,215,1341
2004,1,9,1694,1340
2012,1,9,1,164
2021,1,9,506,1336
2028,1,9,1695,1183
2035,1,9,215,1332
2036,1,9,1695,1337
2048,1,9,506,1332
2050,1,9,215,1163
2059,1,9,1695,1337
2063,1,9,215,1335
2075,1,9,1678,1336
2077,1,9,506,1180
2089,1,9,1678,1337
2092,1,9,506,165
2094,1,9,1,1336
2099,1,9,215,144
2116,1,9,1695,163
2117,1,9,380,144
2123,1,9,380,1180
2130,1,9,1,1332
2133,1,9,1694,163
2135,1,9,1678,176
2139,1,9,215,1160
2154,1,9,506,1339
2161,1,9,1,144
2164,1,9,1695,1333
2203,1,9,1678,1333
2213,1,9,1677,1268
2214,1,9,376,176
2221,1,9,215,177
2223,1,9,1694,1337
2226,1,9,376,1339
2272,1,10,376,14
2290,1,10,1678,117
2296,1,10,215,315
2297,1,10,1695,12
2308,1,10,1695,141
2315,1,10,1678,12
2333,1,10,1677,316
2343,1,10,1695,1627
2351,1,10,1695,115
2352,1,10,1694,317
2369,1,10,1678,11
2387,1,10,380,320
2388,1,10,1694,12
2398,1,10,1695,1577
2400,1,10,1,12
2401,1,10,376,142
2404,1,10,1,112
2414,1,10,1678,142
2416,1,10,380,1629
2421,1,10,1695,1182
2430,1,10,1677,1182
2434,1,10,376,174
2441,1,10,376,314
2443,1,10,506,9
2448,1,10,1677,8
2450,1,10,1695,1181
2459,1,10,1694,13
2475,1,10,1678,167
2479,1,10,380,315
2482,1,10,376,1576
2483,1,10,215,318
2484,1,10,1694,143
2486,1,10,380,8
2493,1,10,1677,141
2501,1,10,380,14
2502,1,10,380,1182
2505,1,10,376,178
2507,1,10,1695,141
2519,1,10,1695,312
2527,1,10,1,1628
2536,1,10,506,179
2539,1,10,506,1628
2545,1,10,1677,114
2546,1,10,1694,1575
2555,1,10,1694,1269
2556,1,10,506,313
2564,1,10,215,11
2579,1,10,1678,312
2581,1,10,1,13
2600,1,10,506,113
2636,1,11,1678,223
2638,1,11,1677,258
2641,1,11,376,256
2645,1,11,1678,226
2650,1,11,506,216
2668,1,11,1678,989
2689,1,11,1695,991
2697,1,11,1695,255
2704,1,11,1694,987
2712,1,11,1694,987
2716,1,11,1677,256
2719,1,11,380,505
2747,1,11,1,985
2749,1,11,1695,1626
2757,1,11,1694,505
2760,1,11,1678,1578
2768,1,11,1677,985
2782,1,11,1678,224
2783,1,11,380,985
2796,1,11,380,226
2803,1,11,1678,949
2804,1,11,1695,26
2805,1,11,215,950
2825,1,11,215,24
2827,1,11,1677,991
2833,1,11,1,991
2834,1,11,1694,984
2836,1,11,1,255
2842,1,11,376,505
2847,1,11,1678,221
2848,1,11,376,949
2857,1,11,376,10
2862,1,11,1678,950
2871,1,11,1678,255
2872,1,11,1677,505
2879,1,11,506,256
2883,1,11,1,258
2887,1,11,506,222
2890,1,11,215,226
2911,1,11,506,223
2922,1,11,1695,996
2923,1,11,1695,984
2929,1,11,215,223
2935,1,11,1694,989
2939,1,11,1677,256
2947,1,11,1695,225
2950,1,11,1695,505
2952,1,11,1,952
2956,1,11,1694,221
2989,1,11,1,990
2992,1,11,1694,505
2996,1,11,506,990
3016,1,11,380,952
3018,1,11,1678,226
3048,1,11,380,255
3061,1,11,380,256
3074,1,11,1,951
3077,1,11,1677,951
3080,1,11,376,986
3085,1,11,376,949
3093,1,11,1,216
3100,1,11,376,224
3104,1,11,215,221
3107,1,11,1,985
3110,1,11,1678,1578
3113,1,11,1677,221
3116,1,11,1,225
3124,1,11,506,1578
3128,1,11,215,26
3131,1,11,376,24
3133,1,11,1,990
3135,1,11,380,951
3137,1,11,215,259
3138,1,11,215,985
3142,1,11,1677,226
3147,1,11,376,1626
3160,1,11,1678,984
3173,1,11,1678,10
3184,1,11,1695,255
3193,1,11,1,987
3206,1,11,1695,255
3208,1,11,506,223
3209,1,11,1,952
3221,1,11,1677,222
3223,1,11,376,949
3228,1,12,1,36
3233,1,12,1678,60
3235,1,12,380,1715
3245,1,12,1,323
3252,1,12,380,39
3262,1,12,215,323
3271,1,12,1694,38
3282,1,12,1695,38
3284,1,12,1678,61
3291,1,12,215,61
3307,1,12,1678,36
3312,1,12,1677,39
3313,1,12,1695,61
3322,1,12,1677,36
3363,1,15,376,545
3370,1,15,1,1272
3384,1,15,1695,944
3389,1,16,1678,289
3392,1,16,376,263
3394,1,16,215,350
3398,1,16,1,858
3399,1,16,1678,294
3403,1,16,1677,294
3406,1,16,1695,283
3409,1,16,506,263
3420,1,16,1678,263
3435,1,16,376,278
3439,1,16,1694,284
3440,1,16,376,291
3444,1,16,1677,276
3451,1,16,215,351
3454,1,16,1677,773
3458,1,16,376,775
3464,1,16,1694,858
3473,1,16,1,775
3477,1,16,215,275
3481,1,16,506,350
3483,1,16,380,280
3492,1,16,1,265
3493,1,16,1678,264
3495,1,16,1677,774
3519,1,16,215,276
3527,1,16,1677,856
3529,1,16,506,283
3532,1,16,1694,271
3554,1,16,506,267
3558,1,16,1694,267
3570,1,16,1,267
3585,1,16,215,267
3587,1,16,376,267
3595,1,16,215,267
3603,1,16,1677,267
3616,1,18,1677,1580
3619,1,18,376,171
3622,1,18,1694,145
3629,1,18,506,1689
3632,1,18,215,218
3640,1,18,1678,1509
3647,1,18,1695,1683
3659,1,19,1695,1513
3661,1,19,380,243
3662,1,19,1695,1513
3699,1,19,1678,1684
3704,1,19,1677,235
3705,1,19,1695,236
3712,1,19,1694,248
3715,1,19,1695,235
3722,1,19,1678,249
3732,1,20,376,510
3742,1,20,376,88
3747,1,20,506,510
3764,1,20,1,90
3768,1,20,1695,90
3769,1,20,376,539
3771,1,20,506,88
3778,1,20,380,90
3792,1,21,215,1655
3793,1,21,1694,980
3795,1,21,215,400
3802,1,21,506,399
3807,1,21,1677,1653
3810,1,21,1,41
3811,1,21,1694,54
3814,1,21,215,953
3819,1,21,215,981
3824,1,21,376,398
3844,1,21,1695,41
3852,1,21,1,1649
3861,1,21,1678,1646
3862,1,21,380,954
3883,1,21,380,399
3885,1,21,1677,956
3891,1,21,1678,1654
3902,1,21,1,1657
3903,1,21,1694,1650
3909,1,21,376,398
3914,1,21,380,983
3922,1,21,1,956
3923,1,21,215,981
3936,1,21,215,1656
3959,1,21,1695,1656
3972,1,21,1694,1647
3974,1,21,1694,1646
3976,1,21,215,57
3983,1,21,380,953
3985,1,21,376,54
3987,1,21,1695,58
3989,1,21,1694,44
3990,1,21,380,953
3997,1,21,1677,44
3998,1,21,1694,398
4001,1,21,1694,1655
4010,1,21,1,398
4012,1,21,376,981
4017,1,21,380,397
4019,1,21,506,954
4021,1,21,376,1646
4024,1,21,506,982
4037,1,21,506,1649
4038,1,21,1694,980
4052,1,21,1677,981
4062,1,21,380,57
4070,1,21,506,1656
4072,1,21,1,56
4073,1,21,1,54
4074,1,21,1677,1657
4085,1,21,1677,980
4089,1,21,215,57
4091,1,21,506,954
4093,1,21,506,981
4094,1,21,1678,56
4095,1,21,376,398
4127,1,21,215,953
4146,1,21,506,1649
4151,1,21,1694,1648
4159,1,21,1694,1650
4160,1,21,376,955
4161,1,21,215,58
4173,1,21,376,400
4176,1,21,1,1648
4187,1,21,380,956
4192,1,21,1678,980
4195,1,21,1695,1657
4201,1,21,506,1646
4204,1,21,1678,983
4205,1,21,506,56
4208,1,21,1,981
4216,1,21,1695,983
4223,1,21,1694,54
4232,1,21,380,41
4249,1,21,1677,1649
4252,1,21,1678,399
4259,1,21,1678,983
4268,1,21,1678,954
4272,1,21,1694,1656
4276,1,21,506,398
4283,1,21,1677,1649
4292,1,21,1695,397
4296,1,21,1694,980
4303,1,21,1694,42
4306,1,21,215,42
4311,1,21,215,58
4316,1,21,215,1646
4317,1,21,1678,954
4318,1,21,380,42
4328,1,21,506,956
4331,1,21,215,980
4337,1,21,376,1654
4338,1,21,1678,398
4339,1,21,376,1656
4352,1,21,376,955
4353,1,21,215,1654
4361,1,21,1,1647
4362,1,21,1694,58
4363,1,21,506,956
4375,1,21,506,58
4379,1,21,380,980
4389,1,21,1694,58
4400,1,21,376,54
4401,1,21,215,58
4405,1,21,1677,1656
4413,1,21,215,956
4420,1,21,1,1655
4427,1,21,376,1657
4432,1,21,506,1653
